genome,length,breadth,coverage,reads,IS_location,GTDB_tax,sample,pairs,rel_ab,tribe,sample_type,domain,phylum,class,order,family,genus,species
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SG_2.4.fa,1972164,0.995981572,18.8853893,259017,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_2_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp900548615,AK_SG_2,7358751,0.01759925,Madia,fecal,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,CAG-83 sp900548615
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SG_8.13.fa,1650084,0.81965403,9.101840126,103782,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_2_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-977;g__UBA2903;s__UBA2903 sp900768875,AK_SG_2,7358751,0.007051604,Madia,fecal,Bacteria,Proteobacteria,Alphaproteobacteria,RF32,CAG-977,UBA2903,UBA2903 sp900768875
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SG_8.24.fa,1408004,0.549192332,1.842297582,17781,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_2_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp900549395,AK_SG_2,7358751,0.001208153,Madia,fecal,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,CAG-83 sp900549395
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SG_8.40.fa,3285589,0.650809642,2.478595541,57125,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_2_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__UBA1829;g__UBA1829;s__UBA1829 sp900549045,AK_SG_2,7358751,0.003881433,Madia,fecal,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,UBA1829,UBA1829,UBA1829 sp900549045
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SG_8.48.fa,1962193,0.955297975,24.14850667,333190,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_2_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__Duodenibacillus massiliensis,AK_SG_2,7358751,0.022639032,Madia,fecal,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Duodenibacillus,Duodenibacillus massiliensis
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SG_8.52.fa,2207016,0.960592039,16.43920228,254829,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_2_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-448;s__CAG-448 sp003150135,AK_SG_2,7358751,0.017314691,Madia,fecal,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-272,CAG-448,CAG-448 sp003150135
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SG_9.19.fa,2382266,0.907712657,28.97460241,486178,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_2_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Leyella;s__Leyella stercorea,AK_SG_2,7358751,0.033034003,Madia,fecal,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Leyella,Leyella stercorea
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SK_15.19.fa,2224814,0.865554154,8.212035399,127975,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_2_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotellamassilia;s__Prevotellamassilia sp900539625,AK_SG_2,7358751,0.008695429,Madia,fecal,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotellamassilia,Prevotellamassilia sp900539625
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SK_27.10.fa,1806790,0.635496654,16.70535084,211915,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_2_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-977;g__UBA2903;s__UBA2903 sp900768465,AK_SG_2,7358751,0.014398843,Madia,fecal,Bacteria,Proteobacteria,Alphaproteobacteria,RF32,CAG-977,UBA2903,UBA2903 sp900768465
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SK_32.21.fa,2289696,0.596698426,2.310461755,37147,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_2_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_G,AK_SG_2,7358751,0.002524002,Madia,fecal,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii_G
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SK_35.18.fa,1223642,0.556488744,1.846880425,15563,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_2_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp000435055,AK_SG_2,7358751,0.001057448,Madia,fecal,Bacteria,Firmicutes_A,Clostridia_A,Christensenellales,CAG-138,PeH17,PeH17 sp000435055
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SK_35.19.fa,2289235,0.894068106,20.4846497,332336,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_2_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp000431775,AK_SG_2,7358751,0.022581006,Madia,fecal,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,CAG-177,CAG-177 sp000431775
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SK_36.6.fa,2975918,0.816719412,6.92783078,146028,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_2_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Segatella;s__Segatella copri,AK_SG_2,7358751,0.009922064,Madia,fecal,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Segatella,Segatella copri
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SK_40.4.fa,2252507,0.885478269,9.588985341,154114,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_2_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp000431835,AK_SG_2,7358751,0.010471478,Madia,fecal,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Succinivibrionaceae,Succinivibrio,Succinivibrio sp000431835
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SK_47.4.fa,805076,0.798262524,6.589878405,35767,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_2_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Hallella;s__Hallella sp002300055,AK_SG_2,7358751,0.002430236,Madia,fecal,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Hallella,Hallella sp002300055
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SK_5.32.fa,1538219,0.928579741,8.655419197,92366,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_2_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525,AK_SG_2,7358751,0.006275929,Madia,fecal,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,ER4,ER4 sp900317525
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SK_5.8.fa,1627248,0.584683466,1.963913234,22116,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_2_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp003487665,AK_SG_2,7358751,0.001502701,Madia,fecal,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,CAG-83 sp003487665
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SR_1.1.fa,2609798,0.675107805,4.67037244,85850,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_2_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila,AK_SG_2,7358751,0.005833191,Madia,fecal,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia muciniphila
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SR_7.1.fa,2224604,0.621930465,2.510110887,39310,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_2_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C,AK_SG_2,7358751,0.00267097,Madia,fecal,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii_C
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SR_8.21.fa,3258161,0.549382612,2.242146315,52206,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_2_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis,AK_SG_2,7358751,0.003547205,Madia,fecal,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Agathobacter rectalis
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SR_9.5.fa,1851069,0.898938937,9.534074794,122624,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_2_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp000765235,AK_SG_2,7358751,0.008331849,Madia,fecal,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,ER4,ER4 sp000765235
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SW_5.11.fa,1454927,0.865624873,5.722517348,56554,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_2_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp900556755,AK_SG_2,7358751,0.003842636,Madia,fecal,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio sp900556755
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SW_5.26.fa,1547668,0.81731224,6.146292658,65026,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_2_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp001916835,AK_SG_2,7358751,0.004418277,Madia,fecal,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,Dysosmobacter sp001916835
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SW_5.29.fa,2778649,0.917717207,14.86852239,288800,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_2_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii,AK_SG_2,7358751,0.019622895,Madia,fecal,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes shahii
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SW_5.30.fa,2272377,0.885746951,40.28844616,646798,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_2_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-279;s__CAG-279 sp000437795,AK_SG_2,7358751,0.043947539,Madia,fecal,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-279,CAG-279 sp000437795
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SW_5.38.fa,1936983,0.900670269,31.56861638,430842,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_2_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis,AK_SG_2,7358751,0.029274125,Madia,fecal,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes putredinis
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SW_5.4.fa,1905465,0.703988265,3.277632328,44038,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_2_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp000435555,AK_SG_2,7358751,0.00299222,Madia,fecal,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,CAG-83 sp000435555
GUT_GENOME130774.fna.fa,2135856,0.590980853,2.118445323,32956,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_20_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__,AK_SG_20,2229226,0.007391803,Gondia,fecal,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,
GUT_GENOME158868.fna.fa,2272062,0.505071605,1.723273534,28549,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_20_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__,AK_SG_20,2229226,0.006403344,Gondia,fecal,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-170,
GUT_GENOME171567.fna.fa,4424695,0.626984007,2.723763913,86865,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_20_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter bugandensis,AK_SG_20,2229226,0.01948322,Gondia,fecal,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter bugandensis
GUT_GENOME233517.fna.fa,2176976,0.853171096,8.432069756,133107,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_20_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium,AK_SG_20,2229226,0.029854981,Gondia,fecal,Bacteria,Firmicutes_C,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium faecium
GUT_GENOME256593.fna.fa,1878852,0.708568849,3.7144848,50864,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_20_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__,AK_SG_20,2229226,0.011408444,Gondia,fecal,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Angelakisella,
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SG_18.1.fa,1973259,0.829039675,7.10412437,100837,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_20_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D,AK_SG_20,2229226,0.022617043,Gondia,fecal,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii_D
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SG_2.21.fa,1507946,0.642054158,2.583605956,27580,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_20_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAAEEV01;s__CAAEEV01 sp900754955,AK_SG_20,2229226,0.006186004,Gondia,fecal,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,CAAEEV01,CAAEEV01 sp900754955
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SG_20.5.fa,1560974,0.993336212,15.93611537,175407,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_20_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii,AK_SG_20,2229226,0.039342579,Gondia,fecal,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SK_15.10.fa,2103461,0.659164111,2.789118483,43198,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_20_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella wadsworthensis_A,AK_SG_20,2229226,0.009689013,Gondia,fecal,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Sutterella,Sutterella wadsworthensis_A
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SK_32.21.fa,2289696,0.782458021,18.10873954,301411,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_20_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_G,AK_SG_20,2229226,0.067604406,Gondia,fecal,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii_G
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SK_36.6.fa,2975918,0.839295975,24.34224517,532432,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_20_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Segatella;s__Segatella copri,AK_SG_20,2229226,0.119420821,Gondia,fecal,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Segatella,Segatella copri
